Package,Version,Priority,Depends,Imports,LinkingTo,Suggests,Enhances,License,License_is_FOSS,License_restricts_use,OS_type,Archs,MD5sum,NeedsCompilation,Additional_repositories,Author,Authors@R,Biarch,BugReports,BuildKeepEmpty,BuildManual,BuildResaveData,BuildVignettes,Built,ByteCompile,Classification/ACM,Classification/ACM-2012,Classification/JEL,Classification/MSC,Classification/MSC-2010,Collate,Collate.unix,Collate.windows,Contact,Copyright,Date,Date/Publication,Description,Encoding,KeepSource,Language,LazyData,LazyDataCompression,LazyLoad,MailingList,Maintainer,Note,Packaged,RdMacros,StagedInstall,SysDataCompression,SystemRequirements,Title,Type,URL,UseLTO,VignetteBuilder,ZipData,Path,X-CRAN-Comment,Published,Reverse depends,Reverse imports,Reverse linking to,Reverse suggests,Reverse enhances,Deadline,DOI
ggshadow,0.0.5,NA,R (>= 3.4.0),"stats, ggplot2 (>= 3.3.0), grid, scales, rlang, glue, vctrs,
cli",NA,"rmarkdown, knitr",NA,GPL-2,NA,NA,NA,NA,54128d73b01c2e36533b65a108676401,no,NA,"Marc Menem [aut, cre]","person(""Marc"", ""Menem"", email = ""marc.menem@m4x.org"", role = c(""aut"", ""cre""))",NA,https://github.com/marcmenem/ggshadow/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"'geom-glowpath.r' 'geom-glowpoint.r' 'geom-shadowpath.r'
'geom-shadowpoint.r' 'internal-doc.r' 'scale-shadow.r'",NA,NA,NA,NA,NA,2022-11-20 22:50:08 UTC,"A collection of Geoms for R's 'ggplot2' library. geom_shadowpath(), geom_shadowline(), 
    geom_shadowstep() and geom_shadowpoint() functions draw a shadow below lines to make busy plots more 
    aesthetically pleasing. geom_glowpath(), geom_glowline(), geom_glowstep() and geom_glowpoint() add a 
    neon glow around lines to get a steampunk style.",UTF-8,NA,NA,NA,NA,NA,NA,Marc Menem <marc.menem@m4x.org>,NA,2022-11-20 22:31:36 UTC; marc,NA,NA,NA,NA,Shadow and Glow Geoms for 'ggplot2',NA,https://github.com/marcmenem/ggshadow/,NA,knitr,NA,NA,NA,2022-11-20,NA,NA,NA,NA,NA,NA,10.32614/CRAN.package.ggshadow
ggside,0.3.1,NA,ggplot2 (>= 3.5.0),"grid, gtable, rlang, scales (>= 1.3.0), cli, glue, stats,
tibble, vctrs",NA,"tidyr, dplyr, testthat (>= 3.0.3), knitr, rmarkdown, vdiffr
(>= 1.0.0), ggdendro, viridis, waldo",NA,MIT + file LICENSE,NA,NA,NA,NA,0517315be9a85bb14f87860c767c22b7,no,NA,"Justin Landis [aut, cre] (<https://orcid.org/0000-0001-5501-4934>)","
    person(given = ""Justin"",
           family = ""Landis"",
           role = c(""aut"", ""cre""),
           email = ""jtlandis314@gmail.com"",
           comment = c(ORCID = ""0000-0001-5501-4934""))",NA,https://github.com/jtlandis/ggside/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"'z-depricated.R' 'utils-ggproto.R' 'utils-calls.R'
'utils-ggplot2-reimpl-.R' 'utils-constructors.R' 'side-layer.R'
'constructor-.R' 'utils-.R' 'ggside.R' 'utils-side-facet.R'
'side-facet_.R' 'side-layout-.r' 'utils-side-coord.R'
'side-coord-cartesian.R' 'plot-construction.R' 'ggplot_add.R'
'add_gg.R' 'geom-sideabline.r' 'geom-sidebar.r'
'geom-sideboxplot.r' 'geom-sidecol.r' 'geom-sidedensity.r'
'geom-sidefreqpoly.r' 'geom-sidefunction.r'
'geom-sidehistogram.r' 'geom-sidehline.r' 'geom-sidelabel.r'
'geom-sideline.r' 'geom-sidepath.r' 'geom-sidepoint.r'
'geom-sidesegment.r' 'geom-sidetext.r' 'geom-sidetile.r'
'geom-sideviolin.r' 'geom-sidevline.r' 'ggside-ggproto.r'
'ggside-package.r' 'ggside-themes.R' 'position_rescale.r'
'scales-sides-.R' 'scales-xycolour.R' 'scales-xyfill.R'
'utils-ggplot2-reimpl-facet.R' 'side-facet-wrap.R'
'side-facet-grid.R' 'side-facet-null.R' 'stats.r' 'zzz.R'",NA,NA,NA,NA,NA,2024-03-01 09:12:37 UTC,"The grammar of graphics as shown in 'ggplot2' has provided
  an expressive API for users to build plots. 'ggside' extends 'ggplot2' 
  by allowing users to add graphical information about one of the main panel's
  axis using a familiar 'ggplot2' style API with tidy data. This package is
  particularly useful for visualizing metadata on a discrete axis, or summary
  graphics on a continuous axis such as a boxplot or a density distribution.",UTF-8,NA,NA,NA,NA,NA,NA,Justin Landis <jtlandis314@gmail.com>,NA,2024-02-29 15:35:07 UTC; jtlandis,NA,NA,NA,NA,Side Grammar Graphics,Package,https://github.com/jtlandis/ggside,NA,knitr,NA,NA,NA,2024-03-01,extraChIPs,"ggspavis, ggstatsplot, GWlasso, microSTASIS",NA,"MicrobiotaProcess, see",NA,NA,10.32614/CRAN.package.ggside
ggsignif,0.6.4,NA,NA,ggplot2 (>= 3.3.5),NA,"knitr, rmarkdown, testthat, vdiffr (>= 1.0.2)",NA,GPL-3 | file LICENSE,NA,NA,NA,NA,0321f3399b29485e880c3ce3dd980b9b,no,NA,"Constantin Ahlmann-Eltze [aut, cre, ctb]
    (<https://orcid.org/0000-0002-3762-068X>, @const_ae),
  Indrajeet Patil [aut, ctb] (<https://orcid.org/0000-0003-1995-6531>,
    @patilindrajeets)","
  c(
    person(given = ""Constantin"",
           family = ""Ahlmann-Eltze"",
           role = c(""aut"", ""cre"", ""ctb""),
           email = ""artjom31415@googlemail.com"",
           comment = c(ORCID = ""0000-0002-3762-068X"", Twitter = ""@const_ae"")),
    person(given = ""Indrajeet"",
           family = ""Patil"",
           role = c(""aut"", ""ctb""),
           email = ""patilindrajeet.science@gmail.com"",
           comment = c(ORCID = ""0000-0003-1995-6531"", Twitter = ""@patilindrajeets""))
  )",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-13 14:41:57 UTC,"Enrich your 'ggplots' with group-wise comparisons.
    This package provides an easy way to indicate if two groups are
    significantly different. Commonly this is shown by a bracket on top
    connecting the groups of interest which itself is annotated with the
    level of significance (NS, *, **, ***).  The package provides a single
    layer (geom_signif()) that takes the groups for comparison and the
    test (t.test(), wilcox.text() etc.) as arguments and adds the
    annotation to the plot.",UTF-8,NA,en-US,NA,NA,NA,NA,Constantin Ahlmann-Eltze <artjom31415@googlemail.com>,NA,2022-10-13 13:31:09 UTC; ahlmanne,NA,NA,NA,NA,Significance Brackets for 'ggplot2',Package,"https://const-ae.github.io/ggsignif/,
https://github.com/const-ae/ggsignif",NA,knitr,NA,NA,NA,2022-10-13,NA,"ADAMgui, GenomicPlot, ggpubr, ggstatsplot, LTCDM, microbiomeMarker, MicrobiotaProcess, RQdeltaCT",NA,"AntibodyForests, rempsyc, SCpubr",NA,NA,10.32614/CRAN.package.ggsignif
ggsmc,0.1.2.0,NA,R (>= 3.5.0),"poorman, ggplot2, gganimate",NA,"knitr, rmarkdown, testthat",NA,MIT + file LICENSE,NA,NA,NA,NA,0f1300dc5ae41cf5d5797a352a9b20cc,no,NA,"Richard G Everitt [aut, cre] (<https://orcid.org/0000-0002-0822-5648>)","
    person(given = c(""Richard"",""G""),
           family = ""Everitt"",
           role = c(""aut"", ""cre""),
           email = ""richard.g.everitt@gmail.com"",
           comment = c(ORCID = ""0000-0002-0822-5648""))",NA,https://github.com/richardgeveritt/ggsmc/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-27 17:00:02 UTC,"Functions for plotting, and animating, the output of importance samplers, sequential Monte Carlo samplers (SMC) and ensemble-based methods. The package can be used to plot and animate histograms, densities, scatter plots and time series, and to plot the genealogy of an SMC or ensemble-based algorithm. These functions all rely on algorithm output to be supplied in tidy format. A function is provided to transform algorithm output from matrix format (one Monte Carlo point per row) to the tidy format required by the plotting and animating functions.",UTF-8,NA,NA,true,NA,NA,NA,Richard G Everitt <richard.g.everitt@gmail.com>,NA,2024-07-23 20:26:03 UTC; richard,NA,NA,NA,NA,"Visualising Output from Sequential Monte Carlo Samplers and
Ensemble-Based Methods",Package,"https://github.com/richardgeveritt/ggsmc,
https://richardgeveritt.github.io/ggsmc/",NA,knitr,NA,NA,NA,2024-07-27,NA,NA,NA,NA,NA,NA,10.32614/CRAN.package.ggsmc
ggsoccer,0.2.0,NA,R (>= 3.3.0),"ggplot2, rlang",NA,"testthat (>= 2.1.0), pkgdown",NA,MIT + file LICENSE,NA,NA,NA,NA,86fac49636886085dfd4f47bb08551e6,no,NA,"Ben Torvaney [aut, cre]","person(""Ben"", ""Torvaney"", email = ""torvaney@protonmail.com"", role = c(""aut"", ""cre""))",NA,https://github.com/Torvaney/ggsoccer/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-10-06 22:00:01 UTC,"The 'ggplot2' package provides a powerful set of tools
  for visualising and investigating data. The 'ggsoccer' package provides a
  set of functions for elegantly displaying and exploring soccer event data
  with 'ggplot2'. Providing extensible layers and themes, it is designed to
  work smoothly with a variety of popular sports data providers.",UTF-8,NA,en-GB,NA,NA,NA,NA,Ben Torvaney <torvaney@protonmail.com>,NA,2024-10-06 21:49:35 UTC; ben,NA,NA,NA,NA,Plot Soccer Event Data,NA,"https://torvaney.github.io/ggsoccer/,
https://github.com/Torvaney/ggsoccer",NA,NA,NA,NA,NA,2024-10-06,NA,ggfootball,NA,NA,NA,NA,10.32614/CRAN.package.ggsoccer
ggsolvencyii,0.1.2,NA,R (>= 3.5.0),"dplyr, ggplot2, magrittr, tidyr",NA,"covr, ggmap, knitr, rmarkdown, testthat",NA,GPL-3,NA,NA,NA,NA,0d1e9c66a4519d55a99397f703719519,no,NA,"Marco van Zanden [aut, cre]","person(""Marco"", ""van Zanden"", email = ""git@vanzanden.nl"", role = c(""aut"", ""cre""))",NA,https://github.com/vanzanden/ggsolvencyii/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-01-02,2019-01-04 12:10:03 UTC,"An implementation of 'ggplot2'-methods to present the composition of Solvency II Solvency Capital Requirement (SCR) as a series of concentric circle-parts. 
 Solvency II (Solvency 2) is European insurance legislation, coming in force by the delegated acts of October 10, 2014.
 <https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=OJ%3AL%3A2015%3A012%3ATOC>. 
 Additional files, defining the structure of the Standard Formula (SF) method of the SCR-calculation are provided.
 The structure files can be adopted for localization or for insurance companies who use Internal Models (IM).
 Options are available for combining smaller components, horizontal and vertical scaling, rotation, and plotting only some circle-parts.
 With outlines and connectors several SCR-compositions can be compared, for example in ORSA-scenarios (Own Risk and Solvency Assessment).",UTF-8,NA,NA,true,NA,NA,NA,Marco van Zanden <git@vanzanden.nl>,NA,2019-01-03 18:35:58 UTC; micro,NA,NA,NA,NA,A 'ggplot2'-Plot of Composition of Solvency II SCR: SF and IM,NA,https://github.com/vanzanden/ggsolvencyii,NA,knitr,NA,NA,NA,2019-01-04,NA,NA,NA,NA,NA,NA,10.32614/CRAN.package.ggsolvencyii
ggsom,0.4.0,NA,R (>= 3.4.0),"dplyr, magrittr, tidyr, ggplot2, kohonen, assertthat,
data.table, entropy, tibble",NA,"devtools, knitr, rmarkdown",NA,MIT + file LICENSE,NA,NA,NA,NA,62a12226d34ea94f2dc02d04acab5de8,no,NA,"Felipe Carvalho [aut, cre],
  Rafael Santos [ctb],
  Karine Reis [ctb]","c(person(""Felipe"",""Carvalho"", role=c(""aut"",""cre""), email=""lipecaso@gmail.com""),
  person(""Rafael"", ""Santos"", role=""ctb"", email=""rafael.santos@inpe.br""),
  person(""Karine"", ""Reis"", role=""ctb"", email=""karine.ferreira@inpe.br""))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"'ggsom.R' 'ggsom_aes.R' 'ggsom_entropy.R' 'ggsom_plot.R'
'ggsom_utils.R' 'zzz.R'",NA,NA,NA,NA,NA,2020-01-15 20:40:02 UTC,The aim of this package is to offer more variability of graphics based on the self-organizing maps.,UTF-8,NA,NA,true,NA,NA,NA,Felipe Carvalho <lipecaso@gmail.com>,NA,2020-01-15 20:21:31 UTC; felipe,NA,NA,NA,NA,New Data Visualisations for SOMs Networks,Package,https://github.com/oldlipe/ggsom,NA,NA,NA,NA,NA,2020-01-15,NA,NA,NA,NA,NA,NA,10.32614/CRAN.package.ggsom
ggspark,0.0.2,NA,NA,ggplot2,NA,"tinytest, tinysnapshot, rsvg, svglite, ggrepel, fontquiver",NA,GPL (>= 2),NA,NA,NA,NA,51aef9ad9cd20f5de020659664286930,no,NA,"Marc Bosch Matas [aut, cre, cph]","c(person(""Marc"", ""Bosch Matas"", role = c(""aut"", ""cre"",""cph""),email = ""mboschmatas@gmail.com""))",NA,https://github.com/marcboschmatas/ggspark/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-05-09,2024-05-13 11:43:12 UTC,"Functions to help with creating sparklines in the style of Edward Tufte <https://www.edwardtufte.com/bboard/q-and-a-fetch-msg?msg_id=0001OR&topic_id=1> in 'ggplot2'. It computes ribbon geoms with the interquartile ranges and points and/or labels at the beginning, end, max, and min points.",UTF-8,NA,en-GB,NA,NA,NA,NA,Marc Bosch Matas <mboschmatas@gmail.com>,NA,2024-05-11 12:44:22 UTC; marc,NA,NA,NA,NA,'ggplot2' Functions to Create Tufte Style Sparklines,Package,https://github.com/marcboschmatas/ggspark,NA,NA,NA,NA,NA,2024-05-13,NA,NA,NA,NA,NA,NA,10.32614/CRAN.package.ggspark
ggspatial,1.1.9,NA,R (>= 2.10),"sf, ggplot2 (>= 3.0.0), rosm (>= 0.2), abind, methods, tibble,
scales, tidyr, rlang, grid, glue",NA,"prettymapr, knitr, rmarkdown, sp, raster, terra, testthat (>=
3.0.0), dplyr, withr, ggrepel, stars, covr, vdiffr, lwgeom",NA,GPL-3,NA,NA,NA,NA,fe4d3a48027bd84c80d422b7479f9e69,no,NA,"Dewey Dunnington [aut, cre] (<https://orcid.org/0000-0002-9415-4582>),
  Brent Thorne [ctb] (<https://orcid.org/0000-0002-1099-3857>),
  Diego Hernangómez [ctb] (<https://orcid.org/0000-0001-8457-4658>)","c(
    person(""Dewey"", ""Dunnington"",
           email = ""dewey@fishandwhistle.net"", 
           role = c(""aut"", ""cre""), 
           comment = c(ORCID = ""0000-0002-9415-4582"")
    ),
    person(""Brent"", ""Thorne"", role = ""ctb"", comment = c(ORCID = ""0000-0002-1099-3857"")),
    person(""Diego"", ""Hernangómez"", role = ""ctb"", comment = c(ORCID = ""0000-0001-8457-4658""))
  )",NA,https://github.com/paleolimbot/ggspatial/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-17 15:32:38 UTC,"Spatial data plus the power of the ggplot2 framework means easier mapping when input 
  data are already in the form of spatial objects.",UTF-8,NA,NA,NA,NA,NA,NA,Dewey Dunnington <dewey@fishandwhistle.net>,NA,2023-08-15 19:24:53 UTC; deweydunnington,NA,NA,NA,NA,Spatial Data Framework for ggplot2,Package,"https://paleolimbot.github.io/ggspatial/,
https://github.com/paleolimbot/ggspatial",NA,NA,NA,NA,NA,2023-08-17,NA,"agricolaeplotr, BeeBDC, CSHShydRology, EEAaq, gbm.auto, geouy, ggmapcn, mapmixture, MassWateR, openairmaps, rStrava, SAEval, SCDA, SDLfilter, shoredate, SWTools, UnalR, valhallr",NA,"bioRad, bmstdr, clustTMB, eks, ggOceanMaps, mapboxapi, move2, pcutils, pseudohouseholds, rmacrostrat, sfhotspot",NA,NA,10.32614/CRAN.package.ggspatial
ggspectra,0.3.15,NA,"R (>= 4.1.0), photobiology (>= 0.11.4), ggplot2 (>= 3.5.0)","photobiologyWavebands (>= 0.5.2), scales (>= 1.2.0), ggrepel
(>= 0.9.2), lubridate (>= 1.9.0), rlang (>= 1.0.2), tibble (>=
3.1.5)",NA,"knitr (>= 1.38), rmarkdown (>= 2.13), magrittr (>= 2.0.3)",NA,GPL (>= 2),NA,NA,NA,NA,0d0d583d1c7adcc4c5206507628e1dce,no,NA,"Pedro J. Aphalo [aut, cre] (<https://orcid.org/0000-0003-3385-972X>),
  Titta K. Kotilainen [ctb] (<https://orcid.org/0000-0002-2822-9734>)","
   c(
    person(""Pedro J."", ""Aphalo"", email = ""pedro.aphalo@helsinki.fi"", role = c(""aut"", ""cre""), comment = c(ORCID = ""0000-0003-3385-972X"")),
    person(""Titta K."", ""Kotilainen"", role = ""ctb"", comment = c(ORCID = ""0000-0002-2822-9734""))
    )",NA,https://github.com/aphalo/ggspectra/issues/,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-01-08,2025-01-08 14:50:02 UTC,"Additional annotations, stats, geoms and scales for plotting 
    ""light"" spectra with 'ggplot2', together with specializations of ggplot()
    and autoplot() methods for spectral data and waveband definitions
    stored in objects of classes defined in package 'photobiology'. Part of the 
    'r4photobiology' suite, Aphalo P. J. (2015) <doi:10.19232/uv4pb.2015.1.14>.",UTF-8,NA,NA,NA,NA,TRUE,NA,Pedro J. Aphalo <pedro.aphalo@helsinki.fi>,NA,2025-01-08 13:13:38 UTC; aphalo,NA,NA,NA,NA,Extensions to 'ggplot2' for Radiation Spectra,Package,"https://docs.r4photobiology.info/ggspectra/,
https://github.com/aphalo/ggspectra/",NA,knitr,NA,NA,NA,2025-01-08,NA,NA,NA,"photobiologyFilters, photobiologyInOut, photobiologyLamps, photobiologyLEDs, photobiologyPlants, photobiologySensors, photobiologySun",NA,NA,10.32614/CRAN.package.ggspectra
ggstackplot,0.4.1,NA,R (>= 4.1.0),"rlang, cli, methods, lifecycle, tidyselect, dplyr, tidyr,
ggplot2, cowplot, RColorBrewer",NA,"knitr, rmarkdown, testthat (>= 3.0.0), vdiffr, scales,
pangaear",NA,MIT + file LICENSE,NA,NA,NA,NA,cca0843f596a4cb7ad912c8193ff81de,no,NA,"Sebastian Kopf [aut, cre, cph]
    (<https://orcid.org/0000-0002-2044-0201>),
  Tristan Caro [aut] (<https://orcid.org/0000-0001-6177-7444>),
  Jamie McFarlin [aut] (<https://orcid.org/0000-0002-8185-8185>),
  Jon Raberg [aut] (<https://orcid.org/0000-0003-2959-3631>)","
  c(person(
      given = ""Sebastian"", family = ""Kopf"", 
      email = ""sebastian.kopf@colorado.edu"", 
      role = c(""aut"", ""cre"", ""cph""), 
      comment = c(ORCID = ""0000-0002-2044-0201"")),
  person(
      given = ""Tristan"", family = ""Caro"", 
      email = ""tristan.caro@colorado.edu"", 
      role = c(""aut""), 
      comment = c(ORCID = ""0000-0001-6177-7444"")),
  person(
      given = ""Jamie"", family = ""McFarlin"", 
      email = ""jamie.mcfarlin@uwyo.edu"", 
      role = c(""aut""), 
      comment = c(ORCID = ""0000-0002-8185-8185"")),
  person(
      given = ""Jon"", family = ""Raberg"", 
      email = ""Jonathan.Raberg@colorado.edu"", 
      role = c(""aut""), 
      comment = c(ORCID = ""0000-0003-2959-3631""))
  )",NA,https://github.com/kopflab/ggstackplot/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-01-31 09:00:02 UTC,"
  Easily create overlapping grammar of graphics plots for scientific data visualization. 
  This style of plotting is particularly common in climatology and oceanography research communities.",UTF-8,NA,NA,NA,NA,NA,NA,Sebastian Kopf <sebastian.kopf@colorado.edu>,NA,2025-01-31 08:40:12 UTC; sk,NA,NA,NA,NA,Create Overlapping Stacked Plots,NA,"https://ggstackplot.kopflab.org/,
https://github.com/kopflab/ggstackplot",NA,knitr,NA,NA,NA,2025-01-31,NA,NA,NA,NA,NA,NA,10.32614/CRAN.package.ggstackplot
ggstance,0.3.7,NA,R (>= 3.6.0),"cli (>= 3.4.1), ggplot2 (>= 3.4.0), plyr, rlang, withr (>=
2.0.0)",NA,"covr, Hmisc, quantreg, testthat, vdiffr (>= 1.0.4)",NA,GPL-3,NA,NA,NA,NA,bab2132d864a8235591846fe837d51e8,no,NA,"Lionel Henry [aut, cre],
  Hadley Wickham [aut],
  Winston Chang [aut],
  RStudio [cph]","c(
    person(""Lionel"", ""Henry"", , ""lionel@rstudio.com"", role = c(""aut"", ""cre"")),
    person(""Hadley"", ""Wickham"", , ""hadley@rstudio.com"", ""aut""),
    person(""Winston"", ""Chang"", , ""winston@rstudio.com"", ""aut""),
    person(""RStudio"", role = ""cph"")
    )",NA,https://github.com/lionel-/ggstance/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"'flip-aes.R' 'geom-barh.R' 'legend-draw.R' 'geom-boxploth.R'
'geom-colh.R' 'geom-crossbarh.R' 'geom-errorbarh.R'
'geom-histogramh.R' 'geom-linerangeh.R' 'geom-pointrangeh.R'
'geom-violinh.R' 'ggstance.R' 'position-dodgev.R'
'position-dodge2v.R' 'position-jitterdodgev.R'
'position-stackv.R' 'position.R' 'stat-binh.R'
'stat-boxploth.R' 'stat-counth.R' 'stat-summaryh.R'
'stat-xdensity.R'",NA,NA,NA,NA,NA,2024-04-05 15:23:02 UTC,"A 'ggplot2' extension that provides flipped components:
    horizontal versions of 'Stats' and 'Geoms', and vertical versions
    of 'Positions'. This package is now superseded by 'ggplot2' itself
    which now has full native support for horizontal layouts. It
    remains available for backward compatibility.",UTF-8,NA,NA,NA,NA,NA,NA,Lionel Henry <lionel@rstudio.com>,NA,2024-04-05 10:13:28 UTC; lionel,NA,NA,NA,NA,Horizontal 'ggplot2' Components,NA,https://github.com/lionel-/ggstance,NA,NA,NA,NA,NA,2024-04-05,NA,"dotwhisker, ggquickeda, scatr, tidypaleo",NA,"autostats, coveffectsplot, mosaic, TidyConsultant",NA,NA,10.32614/CRAN.package.ggstance
ggstar,1.0.4,NA,R (>= 3.5),"grid, utils, ggplot2, scales, gridExtra, cli",NA,"knitr, markdown, rmarkdown, prettydoc",NA,Artistic-2.0,NA,NA,NA,NA,bf91c49939cf67a29d82bb526451ef6b,no,NA,"Shuangbin Xu [aut, cre] (<https://orcid.org/0000-0003-3513-5362>)","
    person(given = ""Shuangbin"",
           family = ""Xu"",
           role = c(""aut"", ""cre""),
           email = ""xshuangbin@163.com"",
           comment = c(ORCID=""0000-0003-3513-5362""))",NA,https://github.com/xiangpin/ggstar/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-08 09:40:06 UTC,"To create the multiple polygonal point layer for easily discernible shapes, 
             we developed the package, it is like the 'geom_point' of 'ggplot2'.
             It can be used to draw the scatter plot.",UTF-8,NA,NA,NA,NA,NA,NA,Shuangbin Xu <xshuangbin@163.com>,NA,2022-11-08 03:55:26 UTC; xushuangbin,NA,NA,NA,NA,Multiple Geometric Shape Point Layer for 'ggplot2',NA,https://github.com/xiangpin/ggstar/,NA,knitr,NA,NA,NA,2022-11-08,NA,"aplotExtra, MicrobiotaProcess",NA,"enrichplot, ggtreeExtra",NA,NA,10.32614/CRAN.package.ggstar
ggstats,0.9.0,NA,R (>= 4.2),"cli, dplyr, forcats, ggplot2 (>= 3.4.0), lifecycle, patchwork,
purrr, rlang, scales, stats, stringr, utils, tidyr",NA,"betareg, broom, broom.helpers (>= 1.20.0), emmeans, glue,
gtsummary, knitr, labelled (>= 2.11.0), reshape, rmarkdown,
nnet, parameters, pscl, testthat (>= 3.0.0), spelling, survey,
survival, vdiffr",NA,GPL (>= 3),NA,NA,NA,NA,574df8d8ca1126f79652d4c8b889fd91,no,NA,"Joseph Larmarange [aut, cre] (<https://orcid.org/0000-0001-7097-700X>)","c(
    person(
      ""Joseph"", ""Larmarange"", ,
      ""joseph@larmarange.net"",
      role = c(""aut"", ""cre""),
      comment = c(ORCID = ""0000-0001-7097-700X"")
    )
  )",NA,https://github.com/larmarange/ggstats/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-03-10 11:20:02 UTC,"Provides new statistics, new geometries and new positions for 
    'ggplot2' and a suite of functions to facilitate the creation of 
    statistical plots.",UTF-8,NA,en-US,NA,NA,NA,NA,Joseph Larmarange <joseph@larmarange.net>,NA,2025-03-10 10:35:16 UTC; josep,NA,NA,NA,NA,Extension to 'ggplot2' for Plotting Stats,Package,"https://larmarange.github.io/ggstats/,
https://github.com/larmarange/ggstats",NA,knitr,NA,NA,NA,2025-03-10,NA,"GGally, ggplot2.utils",NA,"broom.helpers, gtsummary",NA,NA,10.32614/CRAN.package.ggstats
ggstatsplot,0.13.0,NA,R (>= 4.3.0),"correlation (>= 0.8.6), datawizard (>= 0.13.0), dplyr (>=
1.1.4), ggcorrplot (>= 0.1.4.1), ggplot2 (>= 3.5.1), ggrepel
(>= 0.9.6), ggside (>= 0.3.1), ggsignif (>= 0.6.4), glue (>=
1.8.0), insight (>= 1.0.0), paletteer (>= 1.6.0), parameters
(>= 0.24.0), patchwork (>= 1.3.0), performance (>= 0.12.4),
purrr (>= 1.0.2), rlang (>= 1.1.4), statsExpressions (>=
1.6.2), tidyr (>= 1.3.1), utils",NA,"afex, BayesFactor (>= 0.9.12-4.7), gapminder, knitr, lme4 (>=
1.1-35.2), MASS, metaBMA, metafor, metaplus, psych, rmarkdown,
rstantools, stats, survival, testthat (>= 3.2.1), tibble,
vdiffr (>= 1.0.8), withr, WRS2",NA,GPL-3 | file LICENSE,NA,NA,NA,NA,207c703f6be2a0e9ae19f920a9b26135,no,NA,"Indrajeet Patil [cre, aut, cph]
    (<https://orcid.org/0000-0003-1995-6531>),
  Chuck Powell [ctb] (<https://orcid.org/0000-0002-3606-2188>)","
    c(person(given = ""Indrajeet"",
             family = ""Patil"",
             role = c(""cre"", ""aut"", ""cph""),
             email = ""patilindrajeet.science@gmail.com"",
             comment = c(ORCID = ""0000-0003-1995-6531"")),
      person(given = ""Chuck"",
             family = ""Powell"",
             email = ""ibecav@gmail.com"",
             role = ""ctb"",
             comment = c(ORCID = ""0000-0002-3606-2188"")))",NA,https://github.com/IndrajeetPatil/ggstatsplot/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-12-04 15:10:02 UTC,"Extension of 'ggplot2', 'ggstatsplot' creates graphics with
    details from statistical tests included in the plots themselves. It
    provides an easier syntax to generate information-rich plots for
    statistical analysis of continuous (violin plots, scatterplots,
    histograms, dot plots, dot-and-whisker plots) or categorical (pie and
    bar charts) data. Currently, it supports the most common types of
    statistical approaches and tests: parametric, nonparametric, robust,
    and Bayesian versions of t-test/ANOVA, correlation analyses,
    contingency table analysis, meta-analysis, and regression analyses.
    References: Patil (2021) <doi:10.21105/joss.03236>.",UTF-8,NA,en-US,true,NA,NA,NA,Indrajeet Patil <patilindrajeet.science@gmail.com>,NA,2024-12-04 14:13:42 UTC; indrajeetpatil,NA,NA,NA,NA,'ggplot2' Based Plots with Statistical Details,Package,"https://indrajeetpatil.github.io/ggstatsplot/,
https://github.com/IndrajeetPatil/ggstatsplot",NA,knitr,NA,NA,NA,2024-12-04,NA,BioM2,NA,"MiscMetabar, UCSCXenaShiny",NA,NA,10.32614/CRAN.package.ggstatsplot
